age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status
30.00,male,Master,51142.00,11,RENT,12000.00,MEDICAL,11.69,0.23,9,677,Yes,0
25.00,female,High School,99261.00,2,MORTGAGE,7002.00,EDUCATION,9.98,0.07,5,645,Yes,0
33.00,male,Bachelor,735477.00,12,RENT,5950.00,DEBTCONSOLIDATION,12.73,0.01,10,578,Yes,0
48.00,male,Bachelor,63227.00,23,OWN,9600.00,EDUCATION,9.60,0.15,20,641,No,0
23.00,female,Master,67018.00,0,RENT,3500.00,DEBTCONSOLIDATION,10.00,0.05,4,642,No,0
28.00,male,Bachelor,270918.00,6,MORTGAGE,26319.00,VENTURE,13.51,0.1,6,672,Yes,0
28.00,female,High School,139299.00,7,MORTGAGE,18000.00,DEBTCONSOLIDATION,10.87,0.13,9,461,Yes,0
34.00,male,Associate,80406.00,9,RENT,13836.00,VENTURE,10.95,0.17,12,500,Yes,0
26.00,female,High School,58529.00,5,MORTGAGE,9548.00,EDUCATION,9.62,0.16,5,629,Yes,0
25.00,female,High School,47548.00,1,OWN,12000.00,VENTURE,10.38,0.25,3,642,Yes,0
23.00,male,Bachelor,102979.00,1,RENT,7199.00,VENTURE,6.95,0.07,4,660,No,0
26.00,male,Bachelor,101791.00,2,RENT,12000.00,PERSONAL,10.81,0.12,4,672,Yes,0
27.00,female,Bachelor,69373.00,5,RENT,12000.00,EDUCATION,12.74,0.17,5,620,Yes,0
30.00,male,Master,50744.00,8,MORTGAGE,14935.00,VENTURE,10.11,0.29,9,642,Yes,0
24.00,female,High School,102960.00,0,MORTGAGE,4000.00,EDUCATION,7.31,0.04,4,486,Yes,0
25.00,male,Associate,110034.00,1,MORTGAGE,13939.00,DEBTCONSOLIDATION,12.43,0.13,3,605,No,0
25.00,male,Master,99470.00,0,MORTGAGE,20000.00,MEDICAL,12.79,0.2,2,644,No,0
27.00,male,High School,37993.00,7,RENT,4932.00,VENTURE,10.49,0.13,4,655,No,0
32.00,male,Bachelor,150920.00,11,MORTGAGE,12381.00,PERSONAL,10.87,0.08,10,680,Yes,0
25.00,female,Bachelor,87232.00,0,MORTGAGE,16965.00,MEDICAL,7.50,0.19,4,638,No,0
25.00,female,Master,59793.00,2,OWN,3000.00,PERSONAL,11.97,0.05,2,690,No,0
29.00,male,Associate,56268.00,5,MORTGAGE,4000.00,PERSONAL,8.10,0.07,9,662,Yes,0
24.00,male,High School,109017.00,2,OWN,8197.00,PERSONAL,11.01,0.08,3,563,Yes,0
23.00,female,Associate,64404.00,0,RENT,10000.00,MEDICAL,10.21,0.16,4,633,No,0
27.00,female,High School,38503.00,5,MORTGAGE,12000.00,MEDICAL,11.47,0.31,4,621,Yes,0
34.00,male,Bachelor,80166.00,14,RENT,11200.00,HOMEIMPROVEMENT,8.30,0.14,10,611,No,0
23.00,female,Bachelor,54596.00,1,MORTGAGE,15000.00,VENTURE,12.26,0.27,3,714,Yes,0
42.00,male,Bachelor,62981.00,22,RENT,1500.00,VENTURE,11.71,0.02,12,649,No,0
28.00,female,Associate,87345.00,8,MORTGAGE,12000.00,PERSONAL,8.12,0.14,8,715,No,0
25.00,female,Associate,144853.00,0,MORTGAGE,10000.00,MEDICAL,6.65,0.07,2,578,Yes,0
27.00,male,High School,64284.00,5,RENT,9688.00,HOMEIMPROVEMENT,10.44,0.15,5,592,Yes,0
27.00,female,Associate,75173.00,7,RENT,9162.00,HOMEIMPROVEMENT,13.17,0.12,5,625,Yes,0
24.00,male,Bachelor,73189.00,4,MORTGAGE,10000.00,EDUCATION,5.80,0.14,4,680,No,0
29.00,male,Bachelor,42672.00,8,MORTGAGE,3600.00,VENTURE,9.53,0.08,10,700,Yes,0
25.00,male,Master,39624.00,0,RENT,7500.00,MEDICAL,13.10,0.19,5,674,No,0
29.00,male,Associate,91322.00,9,MORTGAGE,12000.00,HOMEIMPROVEMENT,8.09,0.13,6,606,Yes,0
25.00,male,Master,103093.00,1,RENT,15000.00,VENTURE,8.19,0.15,4,652,Yes,0
25.00,male,Associate,42864.00,3,RENT,3500.00,PERSONAL,14.65,0.08,4,563,Yes,0
24.00,male,Associate,60946.00,2,MORTGAGE,6400.00,VENTURE,7.84,0.11,4,602,Yes,0
22.00,male,Associate,33559.00,0,RENT,5000.00,EDUCATION,8.18,0.15,3,652,Yes,0
56.00,female,Master,109004.00,36,RENT,7200.00,DEBTCONSOLIDATION,6.17,0.07,20,736,No,0
24.00,male,Associate,71778.00,1,MORTGAGE,9511.00,EDUCATION,7.08,0.13,4,483,Yes,0
27.00,male,High School,157245.00,6,MORTGAGE,15000.00,HOMEIMPROVEMENT,6.22,0.1,10,621,No,0
22.00,male,Master,48497.00,1,RENT,5113.00,DEBTCONSOLIDATION,9.39,0.11,4,588,Yes,0
25.00,female,High School,56174.00,2,RENT,9000.00,DEBTCONSOLIDATION,6.41,0.16,3,669,Yes,0
24.00,male,High School,70789.00,0,MORTGAGE,11020.00,PERSONAL,12.70,0.16,4,637,No,0
23.00,male,Associate,85055.00,3,RENT,12000.00,MEDICAL,12.42,0.14,4,543,Yes,0
25.00,female,Associate,120983.00,0,MORTGAGE,24000.00,MEDICAL,11.02,0.2,4,679,No,0
29.00,female,Bachelor,76461.00,5,RENT,18000.00,EDUCATION,10.76,0.24,9,709,Yes,0
37.00,female,High School,61039.00,15,MORTGAGE,10469.00,MEDICAL,7.87,0.17,9,575,No,0
27.00,female,Associate,56278.00,2,RENT,12000.00,MEDICAL,8.13,0.21,6,609,Yes,0
32.00,male,Associate,91831.00,10,RENT,1000.00,VENTURE,13.49,0.01,9,681,No,0
25.00,female,Associate,57092.00,6,OWN,7000.00,EDUCATION,7.64,0.12,4,719,No,0
32.00,female,Bachelor,40384.00,6,RENT,7500.00,EDUCATION,11.28,0.19,9,651,No,0
23.00,male,High School,87525.00,1,MORTGAGE,8657.00,EDUCATION,6.57,0.1,4,558,No,0
26.00,male,Bachelor,67165.00,1,RENT,4000.00,EDUCATION,8.47,0.06,4,560,Yes,0
46.00,male,Master,214538.00,23,RENT,8915.00,PERSONAL,11.39,0.04,16,612,Yes,0
25.00,male,Bachelor,26737.00,1,OWN,8500.00,VENTURE,9.28,0.32,4,669,Yes,0
28.00,male,Bachelor,103081.00,8,MORTGAGE,20000.00,MEDICAL,10.54,0.19,9,638,No,0
33.00,male,Master,112289.00,8,RENT,13038.00,DEBTCONSOLIDATION,7.53,0.12,6,642,Yes,0
27.00,female,Bachelor,79155.00,2,RENT,4800.00,HOMEIMPROVEMENT,13.02,0.06,3,649,Yes,0
25.00,female,High School,63172.00,0,RENT,10000.00,HOMEIMPROVEMENT,11.75,0.16,4,627,No,0
22.00,male,Associate,29779.00,3,RENT,2000.00,EDUCATION,11.53,0.07,4,620,No,0
28.00,female,Master,85062.00,6,RENT,5600.00,MEDICAL,14.01,0.07,6,666,Yes,0
24.00,female,High School,81570.00,3,MORTGAGE,4000.00,DEBTCONSOLIDATION,9.37,0.05,3,658,Yes,0
30.00,male,Associate,241144.00,3,RENT,15000.00,HOMEIMPROVEMENT,10.63,0.06,6,668,Yes,0
28.00,male,Master,74105.00,6,RENT,6000.00,DEBTCONSOLIDATION,10.85,0.08,5,659,No,0
24.00,female,High School,49035.00,2,MORTGAGE,5000.00,MEDICAL,13.95,0.1,4,572,Yes,0
26.00,female,Bachelor,45421.00,3,MORTGAGE,7488.00,EDUCATION,10.58,0.16,4,618,Yes,0
25.00,female,High School,39534.00,3,MORTGAGE,12500.00,VENTURE,8.43,0.32,4,668,No,0
31.00,male,Bachelor,100407.00,8,MORTGAGE,7500.00,MEDICAL,10.83,0.07,6,608,Yes,0
27.00,female,Associate,111229.00,5,MORTGAGE,12000.00,VENTURE,11.43,0.11,4,639,Yes,0
28.00,female,Bachelor,63862.00,6,RENT,5000.00,PERSONAL,9.29,0.08,7,581,No,0
43.00,female,Bachelor,144620.00,22,MORTGAGE,5477.00,HOMEIMPROVEMENT,10.03,0.04,17,727,Yes,0
24.00,female,Master,81138.00,1,MORTGAGE,1120.00,MEDICAL,9.84,0.01,4,707,Yes,0
28.00,male,Bachelor,39385.00,4,MORTGAGE,8000.00,DEBTCONSOLIDATION,9.00,0.2,5,693,Yes,0
24.00,female,High School,87304.00,0,RENT,3000.00,PERSONAL,11.72,0.03,2,635,No,0
29.00,male,Bachelor,55959.00,5,MORTGAGE,6500.00,EDUCATION,6.90,0.12,8,653,Yes,0
44.00,male,Associate,115072.00,20,MORTGAGE,21252.00,HOMEIMPROVEMENT,10.42,0.18,14,639,Yes,0
25.00,male,High School,67129.00,3,MORTGAGE,5500.00,VENTURE,11.41,0.08,5,650,Yes,0
35.00,female,Bachelor,46636.00,9,RENT,9586.00,VENTURE,7.91,0.21,9,603,Yes,0
31.00,male,Bachelor,33521.00,9,RENT,1500.00,EDUCATION,10.93,0.04,8,616,Yes,0
38.00,male,Associate,88072.00,17,MORTGAGE,5000.00,PERSONAL,12.30,0.06,16,516,Yes,0
24.00,female,Bachelor,36973.00,1,RENT,3000.00,VENTURE,6.19,0.08,4,681,Yes,0
25.00,male,Associate,60209.00,0,RENT,5988.00,EDUCATION,15.76,0.1,4,590,No,0
23.00,female,Bachelor,65873.00,2,MORTGAGE,9000.00,DEBTCONSOLIDATION,12.16,0.14,4,677,Yes,0
33.00,male,Bachelor,61231.00,10,RENT,12000.00,PERSONAL,12.48,0.2,13,696,Yes,0
23.00,female,High School,60701.00,2,MORTGAGE,4000.00,PERSONAL,11.84,0.07,4,556,No,0
24.00,female,Bachelor,44624.00,1,MORTGAGE,5557.00,MEDICAL,10.49,0.12,4,595,Yes,0
25.00,female,High School,76959.00,4,MORTGAGE,4000.00,EDUCATION,10.72,0.05,7,657,Yes,0
26.00,male,High School,76759.00,1,RENT,2984.00,DEBTCONSOLIDATION,13.28,0.04,3,577,Yes,0
31.00,male,Master,68150.00,5,MORTGAGE,9703.00,EDUCATION,6.28,0.14,7,632,Yes,0
23.00,male,Bachelor,76824.00,0,RENT,5429.00,VENTURE,13.68,0.07,3,705,Yes,0
28.00,male,Bachelor,42315.00,4,MORTGAGE,10000.00,MEDICAL,10.15,0.24,5,654,No,0
23.00,female,Bachelor,111482.00,0,RENT,6216.00,EDUCATION,10.52,0.06,3,700,No,0
28.00,male,Associate,68529.00,6,RENT,5000.00,PERSONAL,9.09,0.07,8,639,Yes,0
24.00,female,Master,32569.00,0,RENT,6000.00,MEDICAL,7.64,0.18,4,587,Yes,0
37.00,male,Master,60817.00,17,RENT,15000.00,HOMEIMPROVEMENT,9.22,0.25,15,582,Yes,0
26.00,male,High School,90912.00,5,MORTGAGE,9600.00,PERSONAL,8.92,0.11,4,622,Yes,0
24.00,female,Bachelor,43283.00,0,OWN,3000.00,MEDICAL,12.12,0.07,3,623,No,0
23.00,male,Bachelor,69330.00,0,MORTGAGE,20000.00,EDUCATION,11.99,0.29,3,439,Yes,0
26.00,male,Bachelor,46301.00,2,RENT,4500.00,EDUCATION,8.45,0.1,6,660,No,0
49.00,male,Bachelor,82057.00,24,RENT,15000.00,EDUCATION,12.92,0.18,24,726,Yes,0
28.00,female,High School,84875.00,7,RENT,15000.00,PERSONAL,13.39,0.18,10,676,Yes,0
24.00,male,Bachelor,111321.00,2,RENT,6500.00,EDUCATION,8.31,0.06,3,684,Yes,0
27.00,male,Associate,67355.00,6,RENT,13727.00,MEDICAL,11.30,0.2,6,569,Yes,0
27.00,male,Master,103122.00,4,RENT,10000.00,HOMEIMPROVEMENT,10.87,0.1,3,582,Yes,0
25.00,male,Bachelor,94898.00,2,MORTGAGE,10000.00,VENTURE,6.16,0.11,2,648,Yes,0
24.00,male,Master,78978.00,4,RENT,3600.00,HOMEIMPROVEMENT,10.61,0.05,2,697,Yes,0
24.00,female,Master,63499.00,1,MORTGAGE,4000.00,PERSONAL,14.78,0.06,3,693,Yes,0
25.00,female,Bachelor,52785.00,3,RENT,4000.00,EDUCATION,12.78,0.08,3,668,Yes,0
25.00,male,High School,117508.00,3,MORTGAGE,14931.00,MEDICAL,10.68,0.13,5,558,No,0
39.00,female,Bachelor,127393.00,15,MORTGAGE,15000.00,HOMEIMPROVEMENT,7.12,0.12,15,687,No,0
24.00,female,Bachelor,48972.00,3,RENT,1000.00,EDUCATION,6.41,0.02,3,658,No,0
26.00,male,Bachelor,61868.00,3,MORTGAGE,8000.00,VENTURE,10.34,0.13,6,632,Yes,0
26.00,male,High School,37761.00,4,RENT,4200.00,EDUCATION,11.63,0.11,5,566,Yes,0
32.00,male,Associate,54877.00,9,RENT,12000.00,MEDICAL,8.22,0.22,6,561,Yes,0
36.00,male,High School,57375.00,13,RENT,3112.00,PERSONAL,11.00,0.05,10,687,No,0
24.00,male,Bachelor,49038.00,2,RENT,4500.00,EDUCATION,7.47,0.09,3,665,Yes,0
22.00,male,Associate,87383.00,0,OWN,15000.00,PERSONAL,10.08,0.17,3,682,Yes,0
27.00,female,Master,75709.00,2,MORTGAGE,13000.00,VENTURE,8.20,0.17,5,634,No,0
38.00,female,Bachelor,44222.00,16,MORTGAGE,12000.00,VENTURE,15.21,0.27,11,643,No,0
24.00,male,Associate,57356.00,3,MORTGAGE,5000.00,PERSONAL,6.95,0.09,3,644,Yes,0
25.00,male,Associate,53844.00,0,RENT,6000.00,MEDICAL,12.72,0.11,4,644,Yes,0
23.00,female,High School,109046.00,0,MORTGAGE,12000.00,EDUCATION,12.44,0.11,4,586,Yes,0
24.00,female,High School,181159.00,0,MORTGAGE,8000.00,EDUCATION,8.75,0.04,4,574,Yes,0
29.00,female,Associate,87593.00,6,MORTGAGE,15979.00,PERSONAL,15.33,0.18,7,617,Yes,0
27.00,female,Bachelor,156732.00,7,MORTGAGE,10000.00,PERSONAL,7.18,0.06,5,714,Yes,0
27.00,male,Bachelor,70925.00,3,RENT,12991.00,DEBTCONSOLIDATION,11.48,0.18,7,592,No,0
22.00,female,High School,78841.00,1,RENT,16000.00,PERSONAL,10.17,0.2,3,647,No,0
30.00,female,Associate,58573.00,7,RENT,4000.00,PERSONAL,12.10,0.07,6,632,Yes,0
26.00,male,High School,29792.00,0,RENT,6000.00,HOMEIMPROVEMENT,8.01,0.2,4,613,No,0
23.00,female,Bachelor,115876.00,4,MORTGAGE,12000.00,VENTURE,7.77,0.1,4,575,Yes,0
40.00,male,Associate,46301.00,15,MORTGAGE,5591.00,HOMEIMPROVEMENT,11.40,0.12,17,722,Yes,0
24.00,female,High School,90781.00,0,MORTGAGE,5445.00,EDUCATION,10.25,0.06,4,612,Yes,0
32.00,male,High School,96855.00,9,MORTGAGE,15000.00,HOMEIMPROVEMENT,15.18,0.15,7,579,Yes,0
30.00,male,Master,84856.00,4,MORTGAGE,4514.00,VENTURE,5.96,0.05,9,686,Yes,0
31.00,male,Bachelor,99262.00,8,MORTGAGE,9026.00,DEBTCONSOLIDATION,5.50,0.09,9,694,No,0
23.00,male,Bachelor,72786.00,0,MORTGAGE,17500.00,DEBTCONSOLIDATION,7.71,0.24,4,674,Yes,0
25.00,female,High School,117218.00,5,MORTGAGE,9404.00,VENTURE,7.06,0.08,3,584,Yes,0
25.00,female,Associate,82236.00,1,RENT,3000.00,PERSONAL,14.27,0.04,3,611,No,0
30.00,female,Associate,51437.00,7,RENT,5500.00,MEDICAL,8.89,0.11,6,639,Yes,0
32.00,female,High School,66242.00,8,RENT,4932.00,EDUCATION,11.23,0.07,8,603,Yes,0
29.00,female,Master,57073.00,4,OWN,14000.00,VENTURE,10.64,0.25,5,684,Yes,0
30.00,male,Bachelor,103288.00,10,MORTGAGE,10400.00,DEBTCONSOLIDATION,8.49,0.1,9,692,Yes,0
31.00,male,Associate,109085.00,10,MORTGAGE,18000.00,MEDICAL,12.41,0.17,9,517,Yes,0
25.00,male,High School,61079.00,3,MORTGAGE,6000.00,PERSONAL,6.76,0.1,3,609,Yes,0
24.00,female,Bachelor,72887.00,1,RENT,15000.00,PERSONAL,15.71,0.21,4,657,No,0
22.00,female,High School,37249.00,1,RENT,3000.00,PERSONAL,6.15,0.08,4,575,Yes,0
24.00,female,High School,31179.00,0,RENT,2998.00,EDUCATION,8.52,0.1,2,547,Yes,0
26.00,female,High School,47803.00,4,RENT,5000.00,EDUCATION,11.54,0.1,6,576,Yes,0
30.00,female,Master,44080.00,7,RENT,2518.00,HOMEIMPROVEMENT,10.38,0.06,8,554,Yes,0
30.00,female,Bachelor,43034.00,8,RENT,2500.00,DEBTCONSOLIDATION,9.20,0.06,5,556,Yes,0
29.00,female,Bachelor,55845.00,6,MORTGAGE,2000.00,MEDICAL,8.06,0.04,10,665,Yes,0
33.00,female,Associate,39457.00,12,RENT,4000.00,MEDICAL,8.48,0.1,9,610,No,0
22.00,male,Bachelor,28846.00,0,RENT,3000.00,EDUCATION,9.16,0.1,3,581,Yes,0
27.00,male,High School,75530.00,2,RENT,12000.00,PERSONAL,15.79,0.16,4,565,Yes,0
26.00,female,Associate,109246.00,4,RENT,7000.00,MEDICAL,13.48,0.06,3,617,Yes,0
27.00,male,Bachelor,63488.00,2,MORTGAGE,12000.00,HOMEIMPROVEMENT,15.20,0.19,6,675,No,0
30.00,female,Associate,95971.00,9,MORTGAGE,14968.00,VENTURE,11.04,0.16,7,606,No,0
31.00,male,Master,58395.00,7,MORTGAGE,5000.00,HOMEIMPROVEMENT,7.78,0.09,9,661,Yes,0
35.00,male,Master,85030.00,13,RENT,20165.00,PERSONAL,10.75,0.24,12,703,Yes,0
30.00,male,Master,35644.00,5,OWN,6250.00,DEBTCONSOLIDATION,11.53,0.18,8,538,Yes,0
35.00,female,Associate,82084.00,11,MORTGAGE,9305.00,DEBTCONSOLIDATION,8.32,0.11,9,666,Yes,0
26.00,male,High School,60197.00,0,MORTGAGE,2435.00,HOMEIMPROVEMENT,6.78,0.04,5,664,Yes,0
23.00,male,High School,37046.00,1,RENT,8404.00,EDUCATION,14.51,0.23,3,601,No,0
28.00,female,Associate,64703.00,4,MORTGAGE,5000.00,PERSONAL,10.20,0.08,5,669,No,0
27.00,male,Master,109294.00,4,MORTGAGE,4374.00,EDUCATION,7.19,0.04,5,626,No,0
22.00,female,Bachelor,62225.00,0,RENT,5753.00,VENTURE,9.32,0.09,4,603,No,0
25.00,female,High School,82412.00,2,MORTGAGE,3563.00,HOMEIMPROVEMENT,6.48,0.04,4,643,Yes,0
35.00,male,High School,42803.00,12,RENT,3234.00,VENTURE,12.30,0.08,9,560,Yes,0
23.00,male,Associate,72897.00,0,RENT,2099.00,PERSONAL,14.69,0.03,3,659,Yes,0
25.00,female,Bachelor,76966.00,1,RENT,8000.00,VENTURE,12.16,0.1,4,582,No,0
34.00,female,Bachelor,611327.00,10,MORTGAGE,2144.00,DEBTCONSOLIDATION,12.87,0,7,712,No,0
23.00,male,High School,64548.00,0,RENT,3000.00,MEDICAL,12.44,0.05,4,597,Yes,0
33.00,female,Master,60886.00,12,RENT,12000.00,VENTURE,6.27,0.2,6,657,Yes,0
33.00,male,Master,44251.00,14,MORTGAGE,6000.00,VENTURE,12.57,0.14,9,648,No,0
29.00,female,High School,87037.00,5,MORTGAGE,15945.00,PERSONAL,13.58,0.18,10,660,No,0
26.00,female,Doctorate,65097.00,7,MORTGAGE,10687.00,DEBTCONSOLIDATION,6.27,0.16,4,649,Yes,0
23.00,male,Associate,68531.00,0,MORTGAGE,5000.00,PERSONAL,6.86,0.07,4,643,Yes,0
24.00,male,High School,81806.00,0,MORTGAGE,6400.00,HOMEIMPROVEMENT,11.02,0.08,4,628,Yes,0
24.00,female,Bachelor,103011.00,3,MORTGAGE,4000.00,EDUCATION,7.13,0.04,4,662,Yes,0
27.00,male,Master,42701.00,6,RENT,6000.00,MEDICAL,11.87,0.14,10,663,No,0
25.00,female,Bachelor,80044.00,3,RENT,17804.00,EDUCATION,12.70,0.22,3,617,No,0
30.00,male,Bachelor,174237.00,6,MORTGAGE,5941.00,VENTURE,9.77,0.03,8,637,No,0
29.00,male,Bachelor,108311.00,5,RENT,1840.00,PERSONAL,12.81,0.02,7,658,Yes,0
23.00,male,High School,102088.00,0,MORTGAGE,10000.00,DEBTCONSOLIDATION,7.63,0.1,3,550,Yes,0
25.00,male,Bachelor,119071.00,0,MORTGAGE,9000.00,VENTURE,7.85,0.08,5,622,Yes,0
29.00,female,Associate,111337.00,5,MORTGAGE,32401.00,EDUCATION,8.98,0.29,6,629,Yes,0
25.00,female,Associate,50015.00,0,RENT,12120.00,DEBTCONSOLIDATION,11.22,0.24,4,665,Yes,0
47.00,female,Master,108919.00,22,RENT,12000.00,PERSONAL,10.28,0.11,16,700,No,0
26.00,male,Associate,105198.00,5,MORTGAGE,25000.00,DEBTCONSOLIDATION,13.12,0.24,3,634,No,0
25.00,male,Bachelor,66845.00,3,OWN,24200.00,DEBTCONSOLIDATION,8.49,0.36,3,661,Yes,0
22.00,male,High School,99773.00,0,MORTGAGE,14265.00,MEDICAL,9.04,0.14,3,645,No,0
43.00,female,Associate,169350.00,22,MORTGAGE,21335.00,MEDICAL,11.75,0.13,11,647,No,0
24.00,male,Bachelor,62445.00,4,MORTGAGE,10361.00,DEBTCONSOLIDATION,11.09,0.17,2,697,Yes,0
23.00,male,High School,66158.00,1,RENT,3416.00,DEBTCONSOLIDATION,6.93,0.05,2,571,Yes,0
32.00,male,Associate,37354.00,7,OWN,5000.00,MEDICAL,13.59,0.13,10,675,Yes,0
23.00,male,Associate,46147.00,0,RENT,2838.00,MEDICAL,7.42,0.06,5,633,Yes,0
25.00,male,High School,72748.00,3,MORTGAGE,10000.00,DEBTCONSOLIDATION,10.84,0.14,4,604,No,0
22.00,male,Bachelor,64395.00,1,RENT,3000.00,MEDICAL,11.25,0.05,4,654,Yes,0
31.00,female,Doctorate,132843.00,9,MORTGAGE,12000.00,PERSONAL,13.59,0.09,10,580,Yes,0
23.00,male,Master,13989.00,1,OWN,1400.00,PERSONAL,9.32,0.1,4,688,Yes,0
43.00,male,High School,81552.00,21,MORTGAGE,3000.00,DEBTCONSOLIDATION,10.74,0.04,14,620,No,0
36.00,male,Bachelor,97073.00,13,MORTGAGE,20000.00,EDUCATION,11.57,0.21,14,683,Yes,0
22.00,male,High School,30780.00,0,RENT,2000.00,VENTURE,13.83,0.06,4,635,Yes,0
39.00,male,Bachelor,91327.00,18,MORTGAGE,7500.00,PERSONAL,12.06,0.08,15,646,Yes,0
24.00,male,High School,90899.00,1,RENT,12000.00,PERSONAL,12.23,0.13,3,586,Yes,0
25.00,female,High School,112653.00,0,RENT,10000.00,EDUCATION,9.12,0.09,5,647,Yes,0
25.00,male,High School,120973.00,3,MORTGAGE,12000.00,VENTURE,11.39,0.1,4,645,Yes,0
26.00,male,Bachelor,27163.00,1,RENT,6000.00,MEDICAL,7.34,0.22,7,654,Yes,0
47.00,female,High School,90829.00,22,RENT,14313.00,DEBTCONSOLIDATION,8.00,0.16,15,635,Yes,0
26.00,female,Bachelor,43203.00,1,RENT,7200.00,MEDICAL,9.11,0.17,3,586,No,0
34.00,female,Associate,65654.00,11,MORTGAGE,10000.00,VENTURE,10.31,0.15,8,669,No,0
24.00,male,Associate,169386.00,0,MORTGAGE,12000.00,PERSONAL,11.58,0.07,4,671,No,0
25.00,male,Bachelor,121153.00,2,MORTGAGE,25000.00,VENTURE,12.05,0.21,5,581,Yes,0
39.00,female,Associate,66950.00,17,OWN,1000.00,VENTURE,11.09,0.01,16,682,Yes,0
33.00,male,Associate,91296.00,13,RENT,14000.00,EDUCATION,8.35,0.15,9,627,Yes,0
24.00,male,Associate,63270.00,3,MORTGAGE,1205.00,VENTURE,13.95,0.02,2,604,Yes,0
27.00,male,High School,63345.00,5,RENT,7188.00,EDUCATION,11.85,0.11,5,632,No,0
23.00,male,Bachelor,51508.00,1,RENT,7000.00,MEDICAL,13.57,0.14,2,680,No,0
32.00,male,Bachelor,60747.00,10,MORTGAGE,16000.00,VENTURE,9.06,0.26,9,701,Yes,0
43.00,male,Associate,49188.00,18,RENT,3600.00,DEBTCONSOLIDATION,13.19,0.07,11,703,No,0
24.00,male,Bachelor,120924.00,2,MORTGAGE,10000.00,EDUCATION,12.87,0.08,4,643,Yes,0
28.00,male,High School,85411.00,6,MORTGAGE,15000.00,DEBTCONSOLIDATION,10.16,0.18,7,648,Yes,0
25.00,male,Bachelor,84809.00,5,MORTGAGE,7000.00,MEDICAL,12.91,0.08,3,649,Yes,0
25.00,female,High School,33503.00,2,RENT,2430.00,EDUCATION,10.97,0.07,4,655,Yes,0
24.00,female,High School,73164.00,0,RENT,5891.00,MEDICAL,7.26,0.08,3,590,Yes,0
30.00,female,High School,99757.00,11,RENT,4018.00,DEBTCONSOLIDATION,9.94,0.04,7,652,Yes,0
22.00,male,High School,84685.00,0,MORTGAGE,6000.00,VENTURE,12.08,0.07,4,635,No,0
25.00,male,Bachelor,108606.00,1,MORTGAGE,15000.00,MEDICAL,12.46,0.14,3,614,Yes,0
22.00,male,High School,57166.00,0,RENT,12000.00,MEDICAL,13.00,0.21,3,625,No,0
26.00,male,High School,115018.00,4,RENT,14339.00,VENTURE,12.74,0.12,6,634,No,0
26.00,male,Bachelor,72997.00,3,RENT,7200.00,EDUCATION,11.37,0.1,4,603,Yes,0
25.00,male,Bachelor,44083.00,0,OWN,14449.00,EDUCATION,10.80,0.33,7,655,No,0
25.00,male,High School,72757.00,4,RENT,12500.00,EDUCATION,11.53,0.17,2,616,Yes,0
28.00,male,Associate,270644.00,2,MORTGAGE,15944.00,EDUCATION,13.03,0.06,6,596,Yes,0
23.00,female,Associate,97176.00,1,MORTGAGE,15000.00,EDUCATION,12.56,0.15,4,534,Yes,0
27.00,male,High School,43463.00,5,RENT,2036.00,EDUCATION,13.70,0.05,7,662,Yes,0
24.00,male,Bachelor,91054.00,1,MORTGAGE,14972.00,EDUCATION,9.94,0.16,4,678,No,0
22.00,male,Bachelor,83301.00,0,RENT,12000.00,VENTURE,10.08,0.14,4,626,Yes,0
36.00,male,Bachelor,51395.00,11,RENT,8400.00,DEBTCONSOLIDATION,12.01,0.16,13,713,No,0
28.00,female,High School,114423.00,5,MORTGAGE,7442.00,VENTURE,11.90,0.07,6,684,No,0
24.00,female,Associate,66908.00,0,MORTGAGE,9600.00,VENTURE,9.16,0.14,6,618,Yes,0
39.00,female,High School,98160.00,14,MORTGAGE,24000.00,VENTURE,8.68,0.24,14,673,Yes,0
28.00,male,Associate,61019.00,2,OWN,12000.00,VENTURE,7.71,0.2,5,663,No,0
32.00,male,Associate,54696.00,9,MORTGAGE,6400.00,PERSONAL,7.49,0.12,9,678,No,0
26.00,male,High School,91096.00,5,RENT,18976.00,VENTURE,9.46,0.21,4,664,Yes,0
28.00,female,Associate,108883.00,5,RENT,10000.00,VENTURE,8.98,0.09,10,637,Yes,0
24.00,male,High School,102582.00,0,MORTGAGE,21905.00,DEBTCONSOLIDATION,7.64,0.21,4,609,No,0
25.00,male,Associate,75413.00,4,MORTGAGE,4000.00,EDUCATION,10.41,0.05,3,644,Yes,0
30.00,male,Associate,64735.00,5,RENT,12000.00,DEBTCONSOLIDATION,7.93,0.19,7,607,Yes,0
27.00,male,Bachelor,72635.00,2,MORTGAGE,3000.00,VENTURE,13.57,0.04,7,678,Yes,0
24.00,male,Associate,36887.00,1,RENT,6000.00,MEDICAL,7.51,0.16,4,660,Yes,0
22.00,male,High School,10206.00,0,RENT,1196.00,EDUCATION,15.10,0.12,3,623,Yes,0
23.00,male,Bachelor,48694.00,0,RENT,8000.00,EDUCATION,11.44,0.16,3,605,Yes,0
34.00,female,High School,111200.00,10,MORTGAGE,3459.00,DEBTCONSOLIDATION,5.69,0.03,8,679,Yes,0
25.00,female,Bachelor,102833.00,3,RENT,9600.00,EDUCATION,13.62,0.09,4,673,No,0
