age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status,loan_status_label
24.0,Male,Associate,80687.0,3,Rent,25000.0,Education,12.75,0.31,5,564,No,1,Default
23.0,Female,Master,62254.0,0,Rent,17010.0,Home Improvement,8.6,0.27,4,663,No,1,Default
28.0,Female,High School,43424.0,7,Rent,12000.0,Debt Consolidation,6.32,0.28,6,582,No,1,Default
32.0,Male,Bachelor,110497.0,7,Mortgage,5000.0,Debt Consolidation,17.2,0.05,9,605,No,1,Default
30.0,Male,Associate,21182.0,9,Rent,2708.0,Medical,14.83,0.13,10,664,No,1,Default
22.0,Male,High School,41724.0,0,Rent,9600.0,Personal,15.69,0.23,3,511,No,1,Default
23.0,Male,Bachelor,47721.0,0,Rent,14896.0,Medical,11.92,0.31,4,666,No,1,Default
29.0,Female,Associate,24182.0,6,Rent,2000.0,Debt Consolidation,5.99,0.08,7,624,No,1,Default
28.0,Female,Bachelor,101687.0,5,Mortgage,2704.0,Education,15.16,0.03,8,652,No,1,Default
24.0,Male,Bachelor,55981.0,5,Rent,14430.0,Personal,11.01,0.26,3,660,No,1,Default
23.0,Female,Bachelor,36989.0,0,Rent,4000.0,Medical,15.22,0.11,2,648,No,1,Default
29.0,Male,Bachelor,41649.0,10,Rent,6000.0,Debt Consolidation,15.09,0.14,6,666,No,1,Default
27.0,Male,High School,15497.0,6,Rent,4000.0,Medical,13.46,0.26,7,576,No,1,Default
23.0,Female,Bachelor,44234.0,2,Rent,4000.0,Personal,13.57,0.09,4,632,No,1,Default
31.0,Male,Associate,36958.0,9,Rent,14125.0,Medical,14.02,0.38,10,714,No,1,Default
26.0,Female,Bachelor,37119.0,5,Rent,5000.0,Debt Consolidation,9.23,0.13,4,657,No,1,Default
29.0,Male,High School,39498.0,4,Rent,6525.0,Education,16.07,0.17,9,646,No,1,Default
29.0,Male,Master,25201.0,8,Rent,3101.0,Venture,11.3,0.12,7,614,No,1,Default
24.0,Female,Bachelor,80597.0,2,Rent,20000.0,Debt Consolidation,14.35,0.25,4,557,No,1,Default
36.0,Male,Associate,59782.0,12,Rent,8000.0,Education,15.6,0.13,14,635,No,1,Default
25.0,Female,Associate,36964.0,0,Rent,10282.0,Personal,10.62,0.28,3,668,No,1,Default
34.0,Male,Bachelor,166558.0,14,Mortgage,20951.0,Home Improvement,18.65,0.13,10,659,No,1,Default
25.0,Female,Master,51328.0,4,Rent,6887.0,Medical,17.07,0.13,3,706,No,1,Default
33.0,Male,Bachelor,58612.0,10,Rent,20000.0,Medical,14.14,0.34,12,721,No,1,Default
25.0,Male,Associate,59624.0,0,Mortgage,7000.0,Education,7.59,0.12,5,643,No,1,Default
23.0,Female,Master,39322.0,3,Rent,5000.0,Home Improvement,11.95,0.13,4,622,No,1,Default
23.0,Female,Associate,77880.0,3,Rent,10098.0,Venture,11.58,0.13,4,659,No,1,Default
38.0,Male,Associate,51175.0,18,Rent,10971.0,Personal,13.95,0.21,12,656,No,1,Default
24.0,Male,Associate,38637.0,1,Rent,10000.0,Venture,13.82,0.26,3,670,No,1,Default
30.0,Male,Bachelor,21016.0,3,Rent,2648.0,Home Improvement,14.8,0.13,10,615,No,1,Default
28.0,Male,High School,121751.0,2,Rent,20497.0,Home Improvement,17.4,0.17,5,637,No,1,Default
22.0,Female,Bachelor,42605.0,3,Rent,9600.0,Debt Consolidation,19.16,0.23,4,637,No,1,Default
32.0,Female,Master,54089.0,11,Rent,1567.0,Medical,12.49,0.03,11,673,No,1,Default
25.0,Female,Associate,75541.0,0,Rent,20000.0,Medical,10.53,0.26,3,696,No,1,Default
28.0,Male,Bachelor,142235.0,7,Mortgage,17855.0,Education,15.8,0.13,5,671,No,1,Default
33.0,Female,Bachelor,88709.0,10,Rent,11687.0,Venture,15.76,0.13,9,695,No,1,Default
23.0,Male,Bachelor,69608.0,0,Mortgage,16117.0,Medical,15.43,0.23,3,689,No,1,Default
23.0,Female,High School,13540.0,1,Rent,4843.0,Personal,11.54,0.36,3,684,No,1,Default
24.0,Male,Bachelor,41936.0,0,Rent,5019.0,Personal,13.17,0.12,4,589,No,1,Default
34.0,Female,Master,91849.0,13,Mortgage,19200.0,Home Improvement,16.77,0.21,9,700,No,1,Default
25.0,Male,Associate,29863.0,4,Rent,10000.0,Debt Consolidation,9.27,0.33,3,692,No,1,Default
26.0,Male,High School,34786.0,1,Rent,9851.0,Medical,7.19,0.28,4,617,No,1,Default
31.0,Female,Bachelor,44182.0,8,Rent,1583.0,Debt Consolidation,13.93,0.04,9,688,No,1,Default
31.0,Male,Associate,71761.0,10,Mortgage,12000.0,Medical,17.61,0.17,10,544,No,1,Default
29.0,Male,High School,40666.0,7,Rent,5600.0,Education,11.83,0.14,6,638,No,1,Default
27.0,Male,Bachelor,48067.0,4,Rent,6000.0,Venture,13.96,0.12,8,582,No,1,Default
31.0,Male,High School,10891.0,8,Rent,2720.0,Debt Consolidation,7.29,0.25,8,581,No,1,Default
27.0,Male,Master,49163.0,4,Rent,13000.0,Venture,12.66,0.26,6,627,No,1,Default
27.0,Female,Bachelor,57091.0,2,Rent,15000.0,Personal,9.24,0.26,10,684,No,1,Default
29.0,Female,Associate,45084.0,2,Rent,20000.0,Medical,13.17,0.44,7,689,No,1,Default
30.0,Female,Doctorate,23759.0,11,Rent,4665.0,Personal,14.99,0.2,7,671,No,1,Default
25.0,Male,Associate,39124.0,2,Mortgage,7962.0,Debt Consolidation,11.78,0.2,2,597,No,1,Default
26.0,Male,Associate,41823.0,1,Rent,6294.0,Debt Consolidation,15.25,0.15,8,641,No,1,Default
23.0,Male,Bachelor,32167.0,2,Rent,10000.0,Personal,14.48,0.31,3,651,No,1,Default
26.0,Male,High School,71870.0,1,Rent,6213.0,Medical,16.15,0.09,6,656,No,1,Default
24.0,Female,High School,26772.0,1,Rent,6613.0,Education,12.48,0.25,4,641,No,1,Default
29.0,Female,Doctorate,233651.0,5,Mortgage,5449.0,Debt Consolidation,15.18,0.02,7,672,No,1,Default
24.0,Male,Master,63656.0,0,Rent,4000.0,Personal,11.39,0.06,3,615,No,1,Default
25.0,Female,Associate,62348.0,2,Rent,20027.0,Education,10.87,0.32,4,625,No,1,Default
23.0,Female,High School,48401.0,2,Mortgage,3354.0,Medical,11.36,0.07,4,514,No,1,Default
25.0,Female,High School,36510.0,2,Rent,4000.0,Education,14.19,0.11,3,657,No,1,Default
24.0,Female,Master,35286.0,1,Rent,8000.0,Personal,14.53,0.23,2,645,No,1,Default
24.0,Female,Master,62230.0,2,Rent,20115.0,Education,14.03,0.32,4,696,No,1,Default
29.0,Female,Master,52024.0,5,Rent,6000.0,Personal,15.1,0.12,9,652,No,1,Default
22.0,Female,Associate,36713.0,1,Rent,12000.0,Education,7.45,0.33,3,585,No,1,Default
24.0,Male,Associate,92266.0,0,Mortgage,5528.0,Debt Consolidation,14.18,0.06,3,645,No,1,Default
25.0,Female,Bachelor,18947.0,2,Rent,4438.0,Personal,11.65,0.23,4,616,No,1,Default
29.0,Female,Bachelor,65531.0,8,Rent,10000.0,Debt Consolidation,14.8,0.15,9,643,No,1,Default
25.0,Male,High School,18772.0,2,Own,4468.0,Venture,11.99,0.24,4,658,No,1,Default
23.0,Male,Bachelor,29390.0,0,Rent,8835.0,Venture,9.82,0.3,2,663,No,1,Default
31.0,Female,Bachelor,50963.0,6,Rent,14000.0,Debt Consolidation,12.08,0.27,6,644,No,1,Default
47.0,Female,Bachelor,22535.0,24,Rent,3000.0,Personal,5.98,0.13,14,718,No,1,Default
28.0,Female,High School,93343.0,7,Rent,25000.0,Venture,12.85,0.27,6,602,No,1,Default
33.0,Male,High School,65676.0,8,Rent,1457.0,Debt Consolidation,14.69,0.02,9,567,No,1,Default
22.0,Male,Master,15557.0,0,Rent,4000.0,Venture,10.1,0.26,3,691,No,1,Default
29.0,Female,High School,13972.0,5,Rent,2241.0,Medical,10.5,0.16,7,615,No,1,Default
31.0,Female,Bachelor,59596.0,6,Rent,8457.0,Venture,14.18,0.14,9,608,No,1,Default
33.0,Female,High School,35571.0,6,Rent,3761.0,Medical,9.62,0.11,9,656,No,1,Default
23.0,Male,High School,22693.0,0,Rent,5910.0,Personal,13.35,0.26,2,667,No,1,Default
30.0,Female,Associate,24246.0,11,Own,6000.0,Personal,11.21,0.25,6,699,No,1,Default
32.0,Female,Bachelor,24215.0,7,Rent,5000.0,Venture,9.99,0.21,8,562,No,1,Default
30.0,Male,Bachelor,54102.0,6,Rent,12000.0,Medical,16.1,0.22,7,675,No,1,Default
25.0,Female,Bachelor,35824.0,4,Rent,4031.0,Home Improvement,16.19,0.11,4,653,No,1,Default
42.0,Female,High School,19478.0,20,Rent,2520.0,Home Improvement,11.01,0.13,13,686,No,1,Default
26.0,Male,Master,52698.0,2,Rent,4302.0,Education,12.17,0.08,5,689,No,1,Default
31.0,Male,High School,48937.0,9,Rent,14519.0,Debt Consolidation,10.8,0.3,7,647,No,1,Default
24.0,Male,Bachelor,51912.0,2,Rent,18250.0,Venture,12.5,0.35,4,652,No,1,Default
25.0,Female,Bachelor,22617.0,0,Rent,4000.0,Debt Consolidation,11.01,0.18,3,580,No,1,Default
35.0,Male,High School,68428.0,11,Mortgage,5801.0,Medical,13.35,0.08,8,636,No,1,Default
25.0,Male,Bachelor,37801.0,3,Rent,18000.0,Medical,12.34,0.48,6,609,No,1,Default
26.0,Male,Associate,60920.0,7,Rent,5301.0,Home Improvement,12.06,0.09,6,534,No,1,Default
25.0,Male,Bachelor,43983.0,3,Rent,2497.0,Medical,11.77,0.06,4,614,No,1,Default
26.0,Female,Bachelor,64025.0,2,Rent,4000.0,Medical,10.83,0.06,4,684,No,1,Default
32.0,Female,High School,44747.0,8,Rent,19718.0,Home Improvement,12.2,0.44,8,580,No,1,Default
29.0,Male,Bachelor,20949.0,10,Rent,5000.0,Personal,9.64,0.24,8,714,No,1,Default
26.0,Male,Associate,86546.0,3,Rent,2351.0,Medical,16.74,0.03,4,672,No,1,Default
25.0,Male,High School,106327.0,2,Mortgage,20000.0,Personal,17.25,0.19,3,635,No,1,Default
25.0,Female,Bachelor,67180.0,3,Rent,2780.0,Medical,9.03,0.04,3,641,No,1,Default
30.0,Male,High School,53899.0,7,Rent,4500.0,Debt Consolidation,10.1,0.08,5,653,No,1,Default
33.0,Female,Master,101533.0,8,Rent,20000.0,Medical,11.6,0.2,6,524,No,1,Default
23.0,Male,High School,83531.0,0,Rent,9555.0,Home Improvement,15.19,0.11,4,652,No,1,Default
22.0,Female,Master,23081.0,1,Rent,5000.0,Education,12.7,0.22,4,613,No,1,Default
25.0,Male,High School,43980.0,2,Rent,12000.0,Education,9.91,0.27,4,545,No,1,Default
24.0,Male,Associate,49044.0,1,Rent,3000.0,Education,14.13,0.06,3,572,No,1,Default
26.0,Female,Bachelor,39386.0,7,Rent,4000.0,Medical,16.8,0.1,7,715,No,1,Default
27.0,Male,Associate,41730.0,6,Rent,8000.0,Debt Consolidation,16.65,0.19,8,649,No,1,Default
26.0,Male,Associate,15288.0,2,Own,2690.0,Education,10.96,0.18,4,649,No,1,Default
26.0,Male,Bachelor,89014.0,4,Mortgage,26713.0,Education,14.17,0.3,2,619,No,1,Default
25.0,Male,Associate,76086.0,2,Mortgage,10000.0,Medical,16.05,0.13,3,547,No,1,Default
27.0,Female,Master,66875.0,5,Rent,20000.0,Debt Consolidation,12.46,0.3,6,682,No,1,Default
24.0,Male,Associate,94671.0,3,Rent,1315.0,Debt Consolidation,10.87,0.01,4,664,No,1,Default
22.0,Female,Master,44609.0,1,Rent,4000.0,Personal,13.13,0.09,4,713,No,1,Default
23.0,Male,High School,18256.0,0,Rent,4000.0,Venture,9.06,0.22,4,612,No,1,Default
33.0,Female,High School,38377.0,8,Rent,13000.0,Debt Consolidation,9.86,0.34,7,672,No,1,Default
36.0,Male,Associate,32698.0,10,Rent,7566.0,Medical,13.68,0.23,11,546,No,1,Default
22.0,Female,High School,58450.0,0,Rent,15000.0,Personal,8.83,0.26,4,594,No,1,Default
28.0,Male,High School,118971.0,5,Rent,20171.0,Personal,15.22,0.17,6,609,No,1,Default
28.0,Male,Associate,18539.0,3,Rent,7039.0,Debt Consolidation,12.62,0.38,5,689,No,1,Default
25.0,Female,Bachelor,117059.0,6,Mortgage,20000.0,Personal,11.31,0.17,3,639,No,1,Default
26.0,Female,High School,49062.0,5,Rent,8000.0,Debt Consolidation,13.07,0.16,5,631,No,1,Default
28.0,Male,Bachelor,41480.0,5,Rent,3600.0,Medical,16.11,0.09,3,703,No,1,Default
23.0,Female,Master,61281.0,0,Rent,18236.0,Venture,13.31,0.3,3,614,No,1,Default
30.0,Male,Associate,87993.0,6,Rent,25000.0,Medical,18.37,0.28,7,670,No,1,Default
25.0,Male,Associate,53788.0,1,Rent,23982.0,Debt Consolidation,10.43,0.45,4,588,No,1,Default
25.0,Female,Associate,41333.0,0,Rent,5000.0,Personal,11.35,0.12,3,585,No,1,Default
24.0,Female,Bachelor,90782.0,0,Rent,23929.0,Personal,11.06,0.26,4,627,No,1,Default
34.0,Female,High School,53894.0,10,Mortgage,9003.0,Venture,15.18,0.17,7,650,No,1,Default
25.0,Male,High School,80550.0,3,Rent,24000.0,Education,7.83,0.3,4,648,No,1,Default
26.0,Male,Associate,72468.0,1,Rent,21180.0,Venture,12.8,0.29,3,651,No,1,Default
32.0,Male,Associate,39054.0,10,Mortgage,8000.0,Debt Consolidation,7.47,0.2,7,544,No,1,Default
27.0,Male,Associate,45644.0,5,Rent,5773.0,Debt Consolidation,13.68,0.13,7,551,No,1,Default
24.0,Male,Master,69566.0,2,Rent,25000.0,Medical,13.4,0.36,4,621,No,1,Default
23.0,Male,High School,55780.0,1,Rent,14398.0,Personal,11.84,0.26,3,671,No,1,Default
23.0,Female,High School,37174.0,0,Rent,8723.0,Medical,14.85,0.23,4,626,No,1,Default
24.0,Male,Associate,56441.0,1,Rent,15245.0,Debt Consolidation,12.54,0.27,3,622,No,1,Default
30.0,Female,Associate,32111.0,10,Rent,9250.0,Medical,10.73,0.29,5,564,No,1,Default
28.0,Male,Bachelor,68352.0,6,Mortgage,8000.0,Personal,11.58,0.12,5,689,No,1,Default
30.0,Male,Master,29585.0,9,Rent,9969.0,Medical,10.27,0.34,8,687,No,1,Default
30.0,Female,Associate,60193.0,10,Rent,3000.0,Debt Consolidation,14.72,0.05,6,625,No,1,Default
29.0,Female,Bachelor,66969.0,9,Mortgage,9715.0,Debt Consolidation,12.33,0.15,8,631,No,1,Default
25.0,Male,High School,71842.0,2,Other,12000.0,Medical,13.23,0.17,3,660,No,1,Default
26.0,Male,Bachelor,67315.0,4,Mortgage,9865.0,Debt Consolidation,8.62,0.15,3,666,No,1,Default
38.0,Male,Associate,77957.0,14,Rent,23610.0,Home Improvement,13.48,0.3,12,707,No,1,Default
24.0,Male,Bachelor,65885.0,5,Rent,7000.0,Debt Consolidation,15.87,0.11,3,569,No,1,Default
28.0,Male,Associate,141189.0,3,Mortgage,25000.0,Education,16.08,0.18,7,663,No,1,Default
28.0,Female,Associate,88047.0,2,Other,25000.0,Medical,15.01,0.28,4,576,No,1,Default
28.0,Male,High School,62180.0,7,Rent,20400.0,Education,17.74,0.33,6,502,No,1,Default
26.0,Female,Bachelor,136943.0,2,Mortgage,13487.0,Personal,10.03,0.1,4,643,No,1,Default
27.0,Female,Bachelor,140030.0,6,Rent,3490.0,Medical,12.5,0.02,10,625,No,1,Default
31.0,Female,Bachelor,71782.0,8,Mortgage,17719.0,Medical,15.37,0.25,8,609,No,1,Default
27.0,Female,High School,34230.0,3,Rent,5000.0,Venture,17.51,0.15,6,545,No,1,Default
24.0,Female,Associate,66126.0,0,Rent,7000.0,Debt Consolidation,15.36,0.11,3,677,No,1,Default
25.0,Male,Associate,77734.0,2,Mortgage,14403.0,Debt Consolidation,7.17,0.19,2,619,No,1,Default
25.0,Female,High School,70087.0,2,Rent,6000.0,Education,11.19,0.09,3,658,No,1,Default
25.0,Male,Master,81679.0,1,Rent,25000.0,Education,10.91,0.31,3,644,No,1,Default
22.0,Female,Master,30882.0,1,Rent,10000.0,Personal,10.37,0.32,4,627,No,1,Default
32.0,Female,Bachelor,39518.0,11,Rent,2248.0,Education,15.66,0.06,10,651,No,1,Default
25.0,Male,Associate,35944.0,2,Rent,3000.0,Education,6.62,0.08,3,666,No,1,Default
34.0,Male,Associate,36684.0,7,Rent,7500.0,Personal,11.58,0.2,6,673,No,1,Default
29.0,Female,Bachelor,53669.0,9,Rent,5400.0,Medical,16.0,0.1,9,692,No,1,Default
31.0,Female,Bachelor,143167.0,6,Mortgage,32857.0,Debt Consolidation,17.82,0.23,7,677,No,1,Default
33.0,Male,Bachelor,58656.0,14,Mortgage,6990.0,Medical,12.1,0.12,5,654,No,1,Default
23.0,Male,Associate,8000.0,1,Rent,1783.0,Venture,14.73,0.22,3,590,No,1,Default
24.0,Female,High School,23799.0,3,Rent,4000.0,Debt Consolidation,12.88,0.17,4,619,No,1,Default
23.0,Female,Associate,75836.0,0,Rent,10000.0,Personal,14.43,0.13,3,664,No,1,Default
27.0,Female,High School,53870.0,4,Rent,12952.0,Home Improvement,15.93,0.24,5,607,No,1,Default
24.0,Male,Associate,15187.0,0,Rent,3065.0,Education,10.46,0.2,3,649,No,1,Default
28.0,Male,Bachelor,39952.0,2,Rent,10000.0,Education,8.89,0.25,6,634,No,1,Default
25.0,Female,High School,39273.0,1,Rent,8575.0,Debt Consolidation,15.62,0.22,2,612,No,1,Default
37.0,Female,High School,15152.0,18,Rent,4813.0,Venture,7.5,0.32,12,663,No,1,Default
24.0,Male,Bachelor,103651.0,5,Mortgage,3131.0,Debt Consolidation,12.08,0.03,3,646,No,1,Default
23.0,Male,Bachelor,22792.0,0,Rent,4000.0,Medical,11.34,0.18,4,640,No,1,Default
22.0,Female,High School,41694.0,0,Rent,7793.0,Debt Consolidation,14.0,0.19,2,663,No,1,Default
26.0,Male,High School,10679.0,1,Rent,3146.0,Education,9.54,0.29,6,521,No,1,Default
24.0,Female,High School,66064.0,1,Rent,4000.0,Medical,14.95,0.06,3,671,No,1,Default
26.0,Female,High School,29450.0,2,Rent,2000.0,Home Improvement,15.48,0.07,3,564,No,1,Default
24.0,Male,High School,53584.0,3,Rent,5000.0,Medical,13.66,0.09,3,603,No,1,Default
26.0,Male,Associate,65798.0,3,Rent,9600.0,Personal,13.9,0.15,6,658,No,1,Default
27.0,Female,Associate,15455.0,3,Rent,4000.0,Venture,10.95,0.26,9,544,No,1,Default
31.0,Female,Bachelor,61187.0,6,Mortgage,2011.0,Medical,6.08,0.03,8,624,No,1,Default
25.0,Male,High School,72647.0,1,Rent,24000.0,Venture,14.33,0.33,4,636,No,1,Default
23.0,Female,High School,53749.0,0,Rent,5000.0,Medical,11.25,0.09,3,625,No,1,Default
25.0,Male,Master,41660.0,1,Rent,7500.0,Home Improvement,9.41,0.18,4,690,No,1,Default
27.0,Female,Associate,97895.0,6,Rent,30000.0,Debt Consolidation,8.44,0.31,5,632,No,1,Default
25.0,Male,Bachelor,64580.0,6,Rent,20000.0,Medical,13.38,0.31,4,702,No,1,Default
22.0,Male,Bachelor,59788.0,1,Mortgage,7834.0,Medical,15.23,0.13,3,585,No,1,Default
27.0,Male,Associate,48316.0,8,Rent,2800.0,Debt Consolidation,15.96,0.06,7,645,No,1,Default
25.0,Male,Bachelor,67097.0,4,Rent,20000.0,Venture,12.43,0.3,4,659,No,1,Default
29.0,Female,Associate,26022.0,10,Rent,7017.0,Debt Consolidation,13.15,0.27,10,649,No,1,Default
24.0,Female,Bachelor,56999.0,0,Rent,5000.0,Education,8.74,0.09,4,566,No,1,Default
31.0,Male,Bachelor,40847.0,8,Rent,6000.0,Personal,16.07,0.15,8,672,No,1,Default
29.0,Male,Bachelor,51865.0,6,Rent,14819.0,Personal,11.24,0.29,6,651,No,1,Default
26.0,Female,Associate,39422.0,0,Rent,15000.0,Education,16.26,0.38,3,611,No,1,Default
26.0,Male,Associate,54912.0,3,Rent,5000.0,Medical,14.63,0.09,8,647,No,1,Default
37.0,Female,Associate,46191.0,14,Rent,12000.0,Education,12.95,0.26,14,683,No,1,Default
26.0,Female,Bachelor,69190.0,5,Mortgage,5006.0,Medical,13.73,0.07,5,689,No,1,Default
24.0,Male,Associate,51376.0,3,Rent,15000.0,Venture,11.85,0.29,4,523,No,1,Default
28.0,Female,Master,25167.0,6,Rent,4250.0,Debt Consolidation,16.34,0.17,8,613,No,1,Default
39.0,Female,High School,47778.0,18,Rent,5904.0,Venture,13.58,0.12,10,696,No,1,Default
31.0,Male,Associate,116449.0,8,Mortgage,15150.0,Debt Consolidation,14.04,0.13,7,666,No,1,Default
29.0,Female,Bachelor,26612.0,6,Rent,7710.0,Medical,7.45,0.29,9,596,No,1,Default
27.0,Male,Bachelor,22958.0,8,Rent,2060.0,Venture,8.55,0.09,5,640,No,1,Default
25.0,Female,Bachelor,39593.0,6,Rent,5000.0,Venture,15.18,0.13,4,579,No,1,Default
29.0,Male,Bachelor,30584.0,6,Rent,12262.0,Venture,9.59,0.4,9,605,No,1,Default
23.0,Male,Bachelor,66124.0,0,Rent,19000.0,Debt Consolidation,11.05,0.29,4,709,No,1,Default
25.0,Male,Bachelor,61130.0,3,Rent,15890.0,Home Improvement,16.68,0.26,4,584,No,1,Default
25.0,Male,Bachelor,96221.0,1,Rent,11444.0,Medical,15.14,0.12,3,647,No,1,Default
26.0,Male,Bachelor,56976.0,2,Rent,4000.0,Personal,16.13,0.07,5,624,No,1,Default
26.0,Female,Bachelor,53400.0,4,Rent,18205.0,Education,15.07,0.34,4,576,No,1,Default
28.0,Male,High School,88177.0,1,Rent,29841.0,Education,11.06,0.34,6,620,No,1,Default
24.0,Female,Master,52899.0,4,Rent,18000.0,Medical,15.63,0.34,2,705,No,1,Default
29.0,Female,Associate,151914.0,9,Rent,9102.0,Medical,16.5,0.06,8,645,No,1,Default
23.0,Male,High School,47803.0,0,Rent,6000.0,Debt Consolidation,13.28,0.13,2,674,No,1,Default
24.0,Female,Master,71536.0,0,Other,12000.0,Medical,17.28,0.17,2,650,No,1,Default
26.0,Female,Associate,35946.0,3,Rent,10621.0,Personal,8.79,0.3,7,635,No,1,Default
24.0,Male,Bachelor,34251.0,0,Rent,8976.0,Education,14.29,0.26,4,606,No,1,Default
33.0,Female,Bachelor,49009.0,8,Rent,16794.0,Debt Consolidation,13.49,0.34,6,678,No,1,Default
22.0,Male,High School,37177.0,1,Rent,6000.0,Education,13.68,0.16,4,657,No,1,Default
23.0,Female,Bachelor,50109.0,0,Rent,6885.0,Home Improvement,8.71,0.14,4,671,No,1,Default
23.0,Female,Associate,22429.0,2,Rent,3511.0,Venture,13.66,0.16,3,619,No,1,Default
24.0,Female,Bachelor,42255.0,0,Rent,14234.0,Medical,16.48,0.34,3,689,No,1,Default
42.0,Female,Associate,111321.0,22,Mortgage,8599.0,Medical,15.09,0.08,14,725,No,1,Default
22.0,Male,Associate,34508.0,0,Rent,1000.0,Home Improvement,10.98,0.03,3,660,No,1,Default
22.0,Male,Master,39534.0,0,Rent,1820.0,Education,12.6,0.05,4,701,No,1,Default
24.0,Female,High School,92736.0,4,Mortgage,15000.0,Home Improvement,12.97,0.16,3,579,No,1,Default
24.0,Male,Bachelor,29723.0,0,Rent,8500.0,Personal,7.9,0.29,3,600,No,1,Default
31.0,Male,Bachelor,72906.0,6,Rent,18995.0,Debt Consolidation,8.96,0.26,8,607,No,1,Default
29.0,Female,High School,44335.0,7,Rent,8000.0,Personal,6.76,0.18,8,656,No,1,Default
23.0,Female,Bachelor,23899.0,0,Rent,3000.0,Personal,9.99,0.13,3,609,No,1,Default
23.0,Female,Associate,60845.0,1,Rent,7704.0,Medical,15.78,0.13,3,630,No,1,Default
32.0,Male,Associate,44287.0,7,Rent,12000.0,Venture,7.5,0.27,7,691,No,1,Default
23.0,Female,Associate,118762.0,2,Mortgage,9864.0,Personal,15.48,0.08,2,636,No,1,Default
29.0,Male,Associate,36963.0,4,Rent,8000.0,Home Improvement,11.93,0.22,5,616,No,1,Default
28.0,Female,Master,70629.0,5,Rent,13716.0,Medical,12.88,0.19,9,714,No,1,Default
23.0,Male,Associate,56418.0,2,Rent,10000.0,Medical,12.82,0.18,3,673,No,1,Default
23.0,Male,Master,37120.0,0,Rent,14029.0,Medical,11.57,0.38,4,614,No,1,Default
23.0,Male,Bachelor,36918.0,0,Rent,10000.0,Personal,12.67,0.27,4,589,No,1,Default
25.0,Female,Bachelor,40665.0,1,Rent,13478.0,Debt Consolidation,12.06,0.33,4,599,No,1,Default
26.0,Female,High School,89108.0,4,Rent,12000.0,Venture,13.53,0.13,4,587,No,1,Default
24.0,Female,Associate,86284.0,0,Mortgage,5000.0,Debt Consolidation,13.82,0.06,3,647,No,1,Default
31.0,Female,Bachelor,36804.0,10,Rent,6600.0,Home Improvement,16.49,0.18,8,646,No,1,Default
24.0,Female,High School,18339.0,0,Rent,4393.0,Debt Consolidation,10.58,0.24,3,623,No,1,Default
21.0,Male,High School,30903.0,0,Rent,5000.0,Debt Consolidation,11.39,0.16,4,567,No,1,Default
22.0,Female,Associate,39368.0,0,Rent,15000.0,Education,11.23,0.38,4,631,No,1,Default
25.0,Male,Associate,53716.0,5,Rent,8000.0,Education,12.92,0.15,4,704,No,1,Default
33.0,Male,Associate,72872.0,10,Mortgage,2644.0,Medical,12.06,0.04,13,618,No,1,Default
27.0,Female,High School,72507.0,1,Mortgage,6000.0,Education,16.13,0.08,6,620,No,1,Default
40.0,Male,Associate,36996.0,14,Rent,10654.0,Venture,11.21,0.29,14,680,No,1,Default
25.0,Female,High School,94732.0,2,Rent,3069.0,Medical,11.53,0.03,3,687,No,1,Default
35.0,Male,Master,65802.0,10,Rent,3064.0,Medical,16.76,0.05,11,697,No,1,Default
28.0,Male,Associate,47774.0,8,Rent,4523.0,Education,13.02,0.09,9,633,No,1,Default
27.0,Female,Master,47147.0,7,Rent,12000.0,Personal,8.99,0.25,5,672,No,1,Default
25.0,Male,Associate,107913.0,0,Mortgage,25000.0,Medical,15.62,0.23,4,676,No,1,Default
31.0,Male,Master,43186.0,8,Rent,6000.0,Medical,14.84,0.14,8,639,No,1,Default
22.0,Female,Master,70648.0,0,Rent,3000.0,Medical,9.31,0.04,3,601,No,1,Default
29.0,Female,High School,71865.0,6,Rent,23663.0,Debt Consolidation,15.6,0.33,8,653,No,1,Default
35.0,Female,Bachelor,37213.0,13,Rent,10131.0,Medical,11.83,0.27,11,575,No,1,Default
48.0,Female,Master,65958.0,24,Rent,1169.0,Debt Consolidation,14.14,0.02,21,704,No,1,Default
30.0,Male,High School,24052.0,8,Own,7000.0,Home Improvement,15.78,0.29,5,590,No,1,Default
27.0,Female,High School,68414.0,3,Mortgage,8400.0,Education,9.59,0.12,8,618,No,1,Default
24.0,Male,Bachelor,39031.0,3,Rent,6892.0,Debt Consolidation,12.39,0.18,3,722,No,1,Default
23.0,Female,Associate,19062.0,2,Rent,6105.0,Education,8.9,0.32,3,708,No,1,Default
31.0,Male,Bachelor,55123.0,8,Rent,14000.0,Personal,7.91,0.25,8,700,No,1,Default
35.0,Female,Master,68525.0,14,Rent,21901.0,Home Improvement,13.36,0.32,13,668,No,1,Default
31.0,Male,Associate,180638.0,6,Rent,20000.0,Home Improvement,13.04,0.11,8,552,No,1,Default
24.0,Male,High School,52832.0,1,Rent,10000.0,Debt Consolidation,16.87,0.19,4,600,No,1,Default
24.0,Male,High School,28861.0,1,Rent,8833.0,Personal,9.14,0.31,3,609,No,1,Default
26.0,Male,High School,94664.0,3,Rent,15000.0,Debt Consolidation,13.44,0.16,4,539,No,1,Default
